company,name,city,recruit_type,url,source,jd_raw,status,reason
京东,会计,上海,,https://campus.jd.com/#/jobs/6960,cdp_jd,"1-负责日常财务核算，准确、及时地完成结账工作；
2-公司账目的定期检查核对，按月编制财务报表及其他相关报表；
3-财务信息化水平提升，形成提升结账时效或财务管理水平的方案；
4-按期进行财务分析，为经营发展、运营决策提供及时、可靠的财务数据和有关建议；
5-负责所对接板块的财务流程梳理以及财务风险管理工作，包含但不限于存货管理、固定资产管理等；
6-按期提供内审、外审所需的会计资料，合同及供应商返利审核工作。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-会计学、财务管理、金融学、经济学等相关专业；
3-熟悉会计法规和最新会计准则，了解企业财务管理相关知识、技能；
4-熟悉有关的税收，掌握企业会计核算、财务分析的方法；
5-熟练掌握各种办公软件、财务系统操作； 
6-为人正直，认真严谨，积极进取，有一定抗压能力；
7-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,供应链规划,上海,,https://campus.jd.com/#/jobs/6869,cdp_jd,"1-负责商品供应链的模式研究与创新，识别提高供应链效率、效果和效能的机会，制定并应用实施供应链策略、设计方案、模型、流程以提高供应链效率；
2-负责供应链“端到端”的运营提效，包括计划、采购、库存、仓配、质控等管理和运营工作。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-良好的逻辑思考、数据处理和解决问题能力，善于结构化思考；
3-有一定抗压能力，具有强的学习能力、责任心、原则性和团队合作精神理念；
4-熟练应用EXCEL等办公工具，有良好的流程分析能力；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,保险业务产品经理,上海,,https://campus.jd.com/#/jobs/6853,cdp_jd,"1-市场调研和分析：研究市场的政策和动态、同业情况，提出创新的保险产品方案；
2-保险业务需求挖掘：了解并熟悉业务场景的特点、特性，针对不同场景和客户，挖掘潜在的保险需求；
3-保险产品设计：根据不同场景和客户需求，设计合适的保险产品；
4-产品上线及后续优化追踪：推动公司内部各部门产品的上线落地。产品上线后，持续追踪并提出优化迭代方案。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-保险学，经济、金融等相关专业背景最佳（不做硬性要求）； 
3-具有一定的项目管理能力和项目执行力，能够高效进行跨部门沟通和团队协作；
4-责任心强、具备较强的创新意识、创新能力和商务沟通能力；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,保险理赔,上海,,https://campus.jd.com/#/jobs/6593,cdp_jd,"1.负责保险理赔案件的责任审核，依据条款判定责任范围；
2.负责保险理赔案件的核损与定损工作，进行查勘定损，评估损失合理性，进行调解与快赔；
3.负责保险理赔案件的理算工作，确保赔付金额准确无误；
4.负责保险理赔未决案件的跟踪管理，优化未决案件处理流程，提升结案效率；
5.负责保险理赔争议及投诉处理，针对拒赔或争议案件与客户进行协谈，维护客户关系。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历，拥有良好的沟通技巧；
2.有责任心、抗压力强；
3.良好的沟通协调能力，有一定数据基础能力；
4.医学、护理、车辆工程或保险等相关专业。",OK,
京东,信控管理储备,上海,,https://campus.jd.com/#/jobs/6603,cdp_jd,"1.负责内催一线团队管理运营支持，解决日常运营过程中碰到的问题并给予适时指导，确保所支持的团队整体能按时、保质完成公司下达的业务指标；
2.负责团队合规项，严控团队服务质量，确保合规底线，保证各项合规制度有效落地；
3.按照公司要求，协助部门经理、主管确定业务标准制度，落实精细化管理，推动业务流程优化和考核管理；
4.以周度、月度、季度为周期完成部门各项服务、效率指标完成进度分析，提供改善方案；
5.组织业务、技能等培训，辅助团队业绩提升及对新的工作方法或流程的实践；
6.负责团队内作业系统、作业流程优化，确保团队整体运行流畅；
7.及时有效的交付上级交代任务。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2.欢迎怀揣热忱，敢拼敢闯，愿意致力于金融贷后行业发展与成长；；
3.校内外经验：有额外学习/实习锻炼/项目实践经历，有担任过班级、社团等负责人角色或统筹过较大型活动。",OK,
京东,公共关系,上海,,https://campus.jd.com/#/jobs/6933,cdp_jd,"1-负责公司相关BG的公关传播；
2-主动进行各类新闻话题的策划与外部公关合作 ；
3-负责特殊公关事件处理，出具应急解决方案。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-有较强媒体策划能力、撰稿能力、执行力，能够根据需要制定相应媒体方案并推动实施；
3-有严谨的逻辑思维能力，对互联网有较强的理解力，具有较强的团队合作能力和良好的沟通能力；
4-为人正直，善于沟通，有学习的热情和积极性，具有上进心；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,公关品牌,上海,,https://campus.jd.com/#/jobs/6919,cdp_jd,"1-制定并实施公司传播策划方案；
2-组织制定品牌策略和品牌定位，实施品牌推广方案；
3-拓展品牌推广渠道，评估及分析推广效果。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-市场营销、新闻传播、广告、商科等相关学科背景优先，并热爱互联网和营销；
3-学习能力强，善于接纳新鲜事物，适应新环境；
4-对市场有敏锐嗅觉，对视觉创意有审美，对社会有洞察，对媒体、渠道如数家珍；
5-希望你有逻辑，有创意，有表达能力，善于沟通协作，能够推进落地，实现目标达成；
6-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,内容运营,上海,,https://campus.jd.com/#/jobs/6905,cdp_jd,"1-负责用户内容运营工作，包括但不限于PGC、UGC、MCN合作内容、大咖牛人输出的内容；
2-策划并输出与产品服务定位匹配的体系化-高质量原创内容，通过各维度的内容运营提升用户粘性与活跃度效果，有效支持用户运营相关业务环节的指标提升；
3-针对优质内容（不限于话题、活动、知识、课程等）进行精选、包装、专题制作及推荐，引导用户持续关注和浏览；
4-了解实时热点、行业动向，熟悉用户行为变化并不断优化内容运营策略；
5-发掘和维护平台内的优质内容作者，跟进并产生内容合作。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-对内容媒体与渠道如数家珍，热爱互联网-新媒体行业，对CPS等有一定认知；
3-具备较强的行业市场分析-营销-策划-推广能力； 
4-积极主动有责任心，具有主动思考和学习能力，有优秀的PPT编写能力优先； 具备良好的沟通技巧和组织协调能力，细致耐心的工作态度，能够协调各方资源达成目标，富有激情和创造性；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,创意设计师,上海,,https://campus.jd.com/#/jobs/6782,cdp_jd,"1-深入理解品牌理念和业务需求，结合市场趋势进行创意发散，完成品牌推广、市场营销等项目的创意设计；
2-负责线上线下各类物料设计制作、VI及IP开发、素材库开发等设计项目，确保作品符合质量标准，推动营销活动开展，提升品牌市场影响力；
3-关注品牌/创意/广告/艺术/设计等行业发展趋势，对流行因素有敏锐的洞察力。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历，美术设计相关专业优先；
2-美术功底好审美佳，不局限于固定风格及表现形式，拥有综合视觉表现能力者优先；
3-对前沿的设计理念与技术有所理解，热爱设计与互联网行业；
4-关注品牌、创意、广告、设计等行业发展趋势，对流行因素有敏锐的洞察力，愿意深耕创意设计领域；
5-保持好奇、持续学习，拥有一直向上、永不止步的专业敬畏之心；
6-请务必上传PDF作品集；
7-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,前端开发工程师,上海,,https://campus.jd.com/#/jobs/7016,cdp_jd,"1-结合业务打造满足用户需要、符合用户习惯的高性能产品，支持Web端（浏览器、小程序运行时、App client等）产品的研发工作；
2-探索学习Web前端开发最新技术，保持技术前瞻性，持续推动系统架构的合理性，扩展技术深度与宽度，提升研发效率；
3-结合数据指标驱动和分析，持续进行功能的改进及性能优化。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-HTML、CSS、JavaScript基础扎实， 熟悉ES6、TypeScript、Node.js和面向对象编程；
3-熟悉前端工程化和模块化开发，掌握并能熟练应用至少一种前端开发框架进行页面以及组件开发，包括且不限于React、Vue、AngularJS；
4-对前端开发有持续热情，良好的团队协作能力，能独立完成开发工作，做事认证负责，追求高质量的代码交付；
5-具有良好的沟通协作能力，优秀的分析问题和解决问题能力；
6-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,医师（医美方向）,上海,,https://campus.jd.com/#/jobs/6621,cdp_jd,"1.轻医美项目操作：在上级医师指导下，参与或独立操作基础医美项目，如：注射类（肉毒素除皱、玻尿酸填充等）；光电类（光子嫩肤、激光脱毛、射频紧肤等基础设备操作）；皮肤管理类（化学焕肤、微针等）；
2.美学评估与方案沟通： 协助进行求美者面诊，参与美学评估，理解并传达治疗方案设计理念，管理求美者期望；
3.医疗文书与流程管理： 规范书写病历、知情同意书、治疗记录及术后随访记录，严格遵守医疗法规与伦理要求；
4.医疗安全与质控： 严格执行无菌操作、消毒规范及产品溯源管理，密切观察并处理治疗中及治疗后常见反应，预防并发症；
5.客户关系维护： 提供专业术后护理指导，跟进恢复效果，提升客户信任度与满意度。 1.2025年10月1日-2026年9月30日期间毕业，硕士学历，临床医学、皮肤与性病学、整形外科、中医学（需有相关培训经历） 等专业；
2.执业资格： 需通过国家临床执业医师资格考试（入职前或入职后1年内取得）；
核心能力：
3.对医学美容行业有浓厚兴趣，具备基础美学素养；
4.极强的沟通能力、服务意识及同理心，能建立良好医患（客）关系，严谨细致、责任心强，严格遵守操作规范与伦理准则；
5.优秀的团队协作能力及持续学习意愿（需接受系统医美技术培训）。",OK,
京东,医师（口腔方向）,上海,,https://campus.jd.com/#/jobs/6623,cdp_jd,"1.口腔疾病诊疗操作：负责常见口腔疾病的诊断与基础治疗，包括但不限于龋齿充填（补牙）、简单牙拔除术、牙周基础治疗（洁治、刮治）、口腔预防保健（涂氟、窝沟封闭）等；
2.病情检查与诊断：对门诊患者进行细致口腔检查，准确解读X光片（如根尖片、全景片）等影像资料，做出初步诊断并制定合理治疗计划；
3.医疗文件管理：规范书写门诊病历、处方、检查申请单及治疗记录，确保所有医疗文书符合临床质控与法规要求；
4.医疗质量控制与安全：严格执行消毒隔离制度、无菌操作规范及放射防护规定，确保诊疗安全，严防交叉感染与医疗差错；
5.患者沟通与教育： 清晰解释病情、治疗方案及注意事项，提供专业口腔卫生指导，提升患者依从性与满意度。 1.2025年10月1日-2026年9月30日期间毕业，硕士学历，口腔医学相关专业，包括牙体牙髓、颌面外科、牙周科、儿童口腔、正畸、种植、修复等专业；
2.执业资格：需通过国家口腔执业医师资格考试（入职前或入职后1年内取得）；
3.扎实的口腔基础理论知识和规范的操作动手能力；
4.强烈的责任心、优秀的医患沟通能力和服务意识，具备亲和力与同理心；良好的团队协作精神与学习能力。",OK,
京东,医生经纪人,上海,,https://campus.jd.com/#/jobs/6595,cdp_jd,"1.负责区域内的名医拓展和运营的工作，为拉新和运营结果负责；
2.通过拜访辖区医生，利用科室会等多样化的学术活动，推动医生的注册，活跃，带患，实现在京东平台的生态活跃;
3.通过电话拜访、线下拜访等方式与医生开展深度合作，提高医生的活跃深度，并不断增加深度活跃医生数;
4.推广诊后标准化随访和IP化随访服务，协助医生提高管理患者的效率，提升医生个人品牌。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历，过往有医学药学相关教育背景或有销售岗位实习经验者优先；
2.具备自驱力，能够在销售压力下积极达成目标，保持良好工作状态；
3.逻辑清晰，具备良好的沟通能力，保持创新意识和学习能力，执行力及推动力强；
4.有情怀与使命，愿意与京东共同成长，为推动医疗行业的发展贡献自己的力量。",OK,
京东,合规,上海,,https://campus.jd.com/#/jobs/6954,cdp_jd,"1-合规管理：对公司的业务、产品进行合规检查并落实检查方案；
2-合规审查：对公司新产品和新业务以及操作流程的合规审查，各种市场宣传、页面话术的合规审查，提示合规风险，撰写合规报告；
3-合规建议：为业务部门的经营活动提供合规咨询、意见和建议，支持业务稳健发展。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-取得法律职业资格者优先；
3-有互联网相关诉讼、大型民事诉讼、知识产权相关诉讼经验者优先；
4-执行力强，理解领悟力强，有良好的沟通能力和团队协作能力，具有较强的责任心；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,后端开发工程师,上海,,https://campus.jd.com/#/jobs/6855,cdp_jd,"1-负责相关系统/模块的业务需求分析，参与核心系统设计、开发、维护工作；
2-参与核心系统的灵活性、稳定性建设，保障线上系统的高可用；
3-探索学习后端开发最新技术，保持技术前瞻性，持续推动系统架构的合理性，扩展技术深度与宽度，提升研发效率；
4-通过与前端、产品、算法、测试紧密协作，为产品业务迭代提供支持。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-熟练掌握C/C++/Java/Go等其中一种或多种开发语言； 
3-有扎实的专业基础知识，熟悉常用的数据结构和算法，对计算机系统结构-网络-操作系统等专业知识有深刻认知；
4-了解TCP/IP、UDP、FTP、HTTP、HTTPS的基本原理及应用场景；
5-有分布式系统开发、大数据处理开发经验者优先；
6-有互联网企业实习经验优先；
7-具备优秀的逻辑思维能力，有良好的团队合作精神，较强的沟通能力和学习能力；
8-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,品控,上海,,https://campus.jd.com/#/jobs/6583,cdp_jd,"1.运营品控体系：通过法规学习，行业调研，内部标准熟悉，搭建和完善运营品控管理体系，制定及迭代流程制度；
2.新店建设：通过相关法规学习及实操，对新店建设品控标准进行优化迭代，图纸审核，和主导新店顺利开业和指标受控；
3.食安管控：根据60号令及内部管控要求，对门店食安问题进行日常监管和督促改进；
4.品质提升：为门店不良体验率负责，通过日常监管，跨部门沟通协调，保证商品品质持续提升；
5.专项推动：根据季节变化，商品特性，及运营日历等，联动相关方开展品质及食安专项治理，解决运营顽疾问题。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历，食品科学，食品工程，营养，食品科技，生物学，化学相关专业优先；
2.有较强的工作责任心，团队合作意识较强，并拥有较强的沟通及协调能力；
3.能接受多家门店轮店，吃苦耐劳。",OK,
京东,商业分析,上海,,https://campus.jd.com/#/jobs/7129,cdp_jd,"1-行业核心数据分析：依托目前渠道，月度行业竞对经营情况，深入分析背后的原因，供业务部门参考借鉴；
2-对管理层和业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析结果，为管理层和业务部门提供运营策略分析和业务优化建议，持续改进商业运营效果；
3-行业动态追踪：针对主要产品的核心行业动态进行追踪，及时输出信息，供业务部门参考借鉴；
4-创新模式研究报告：针对行业创新的模式进行研究，供业务部门参考；
5-监控、分析日常商业营运达成情况，推动各部门优化作业。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-统计学、应用数学、经济、商业分析、运筹学、信息管理等相关专业；
3-掌握数据获取、处理、建模、分析、可视化等相关能力，掌握SQL、Python、R、SPSS、Power BI、Tableau等；
4-具有良好的逻辑能力，能够独立的拆解-分析问题，并根据数据等信息对业务的实际发展提供支持；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,商务拓展,上海,,https://campus.jd.com/#/jobs/7131,cdp_jd,"1-负责相应业务的商务拓展，对项目结果负责，对内跨部门协调，保证与合作伙伴的合作顺利落地；
2-负责公司某项目的商务合作；
3-分析产品趋势、业务特征，挖掘合作的新需求点，制定新的拓展计划；
4-客户第一，能成为客户忠实的商业伙伴，能洞悉实际需求，并充分整合内部资源，推进项目落地进而实现共赢。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-具备良好的人际关系处理能力，有优秀的沟通能力以及谈判技巧；
3-正直，勇敢，有韧性，敢创新，负责任，强落地；
4-希望你热爱互联网，有优秀的沟通谈判能力，擅长协作；
5-希望你学习能力强，有一定的分析能力，有逻辑，有框架；
6-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,商务拓展（金融）,上海,,https://campus.jd.com/#/jobs/6841,cdp_jd,"1-拓展与维护国有银行、股份制银行的良好合作关系，协同产品、运营制定与上述机构在信用卡发卡和经营方面的策略并落地，达成收入指标；
2-协同其他业务条线，推进与银行卡中心在数据产品、支付通道领域的交叉合作落地； 
3-密切关注市场动态、客户反馈和竞品信息，推动信用卡业务的竞争力提升和产品持续创新突破。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-具备良好的人际关系处理能力，有优秀的沟通能力以及谈判技巧；
3-正直，勇敢，有韧性，敢创新，负责任，强落地；
4-希望你热爱互联网，有优秀的沟通谈判能力，擅长协作；
5-希望你学习能力强，有一定的分析能力，有逻辑，有框架；
6-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
京东,商务支持,上海,,https://campus.jd.com/#/jobs/6648,cdp_jd,"1.电话/企微/邮件多形式与客户做账单核对、催付、合同发票开具；
2.保障订单履约交付、介入并联动推进解决客户异常售后订单；
3.监控客户付款情况，做风险预警、预防并管控应收结果；
4.实时跟进财税相关政策变化，结合企业采购合作流程，帮助客户理解接受京东财务规则，梳理报销流程保障资金及时到账；
5.根据项目运营方案，在执行过程中不断发现问题并反馈至相关部门团队，输出整套商务流程，逐步实现项目结算标准化，系统话，不断优化提高客户体验。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2.具有较强的抗压能力及沟通协调能力，充满正能量、进取心；
3.具备以结果为导向思维、较强执行力、具有目标感；
4.善于主动发现问题，提出问题，协同解决问题；有一定经验总结能力。",OK,
京东,商务销售,上海,,https://campus.jd.com/#/jobs/6616,cdp_jd,"1.负责相应业务的商务拓展，对项目结果负责，对内跨部门协调，保证与合作伙伴的合作顺利落地；
2.负责公司战略级客户的维稳和运营指标达成，提高客户满意度；
3.对客户提供全供应链、全流程服务，针对客户上下游环节进行客户开发和维护，促进销售达成；
4.监控、分析日常商业营运达成情况，推动各部门优化作业；
5.对管理层和业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析结果，为管理层和业务部门提供运营策略分析和业务优化建议，持续改进商业运营效果。 1.2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2.擅长沟通，具备良好的人际关系处理能力、优秀的沟通能力以及谈判技巧，有较好的商务能力和客情开发维护能力；
3.有较强的数据敏感度，具备良好的团队协作能力，能协调各部门事项，有效解决问题；
4.具有强烈的事业心、进取心、责任心，并对生活充满正能量，对工作充满激情，有志成为该行业领域领军人才。",OK,
京东,商家运营,上海,,https://campus.jd.com/#/jobs/7172,cdp_jd,"1-负责开放平台日常运营和管理工作，制定清晰的运营策略，有效整合各种营销资源，组织商家参与各类活动，打造良好的卖家生态；
2-对商家进行分级管理，有针对性的对商家进行培训指导，提升运营综合实力及销售转化；
3-定期分析销售及活动数据，准确为商家店铺进行诊断，并结合实际情况制定系统性的销售提升方案； 
4-收集市场信息和消费者反馈，及时调整品类运营策略，把握市场机会点。 1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；
2-对商业经营有浓厚兴趣，擅长思考，懂得创新；
3-积极乐观、善于沟通，向往人际关系；有自驱力，爱折腾，看到目标就一定不放弃；
4-有市场调研、数据分析、供应链管理等实习经验者优先；
5-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信。",OK,
