unique_id,company_name,company_level,job_name,recruit_type,work_location,salary_range,publish_time,deadline,department,job_description,job_requirement,recruit_count,delivery_link,source_platform,crawl_time,original_url,company_nature,financing_round,company_scale,welfare_tag
66fb0b54d3cafcabe523e464dab593ac6b69a22f,Diptyque,B,视觉陈列实习生,实习,上海市/上海市/静安区 兴业太古汇香港兴业中心一座 求职中若出现虚假宣传，收取财,面议,2026-03-19,2026-04-26,,"Job Description
- Well-execute the ordering system to ensure the on-time delivery of props & testers.
- Assist the visual merchandising team in formulating VM database list.
- Help to complete the visibility report for new launch campaign.
- Supervise the daily adjustments of store displays and presentations.
- Complete other tasks assigned by superiors.

Position Requirement:
- Strong passionate about Beauty and Fragrance industry, related major is a plus
- Good time management and planning skills, able to meet the deadline
- Excellent interpersonal and communication skills
- Close to Beauty& Fragrance trend and market evolution
- Good command of MS Office (Excel and PPT) and English",截止日期：2026-04-26,,https://www.shixiseng.com/intern/inn_cwly68srrrpo?pcm=pc_SearchList,实习僧,2026-03-19 23:21:27,https://www.shixiseng.com/intern/inn_cwly68srrrpo?pcm=pc_SearchList,,,,
8e56a66529dcc3cb56ae90ddd39dd6107c7af44d,Diptyque,B,商务实习生,实习,上海市/上海市/静安区 兴业太古汇香港兴业中心一座 求职中若出现虚假宣传，收取财,面议,2026-03-19,2026-04-26,,"1. 客户/项目资料整理：集中归档现有店铺的客户历史文件
2. 合同全流程辅助：扫描、上传、基础信息核对
3. 数据汇总与报表：整理数据以辅助商务谈判。",截止日期：2026-04-26,,https://www.shixiseng.com/intern/inn_9zay9jmve3nu?pcm=pc_SearchList,实习僧,2026-03-19 23:21:28,https://www.shixiseng.com/intern/inn_9zay9jmve3nu?pcm=pc_SearchList,,,,
472b806c194e153219ecd8de348ece15373f92a0,财通证券资管,B,人力资源实习生 (000872),实习,上海市浦东新区世纪大道栖霞路26号陆家嘴富汇大厦B座8、9层 求职中若出现虚假宣,面议,2026-03-19,2027-12-14,,"岗位职责:
1、协助责日常用工、员工关怀等相关工作开展，包括员工入离调转、合同续签、数据治理、员工关怀类项目落地等；
2、根据业务部门需求，协助开展实习生招聘及日常管理，协助推动校园招聘工作；
3、协助公司各类培训项目落地，包括培训资源开发、方案制定、组织协调、培训材料管理等工作；
4、部门交办的其他工作。
任职要求:
1、硕士及以上学历，金融、人文社科类等相关专业；
2、热爱人力资源工作，对金融行业尤其是资管、基金公司有一定认知为佳；
3、具备较好的沟通交流能力，善于文本撰写，学习能力强；
4、认真细致、乐观开朗、有亲和力、有探索精神。",截止日期：2027-12-14,,https://www.shixiseng.com/intern/inn_ybgtxbnw96xl?pcm=pc_SearchList,实习僧,2026-03-19 23:21:30,https://www.shixiseng.com/intern/inn_ybgtxbnw96xl?pcm=pc_SearchList,,,,
33fecf623c090073919aad8c0ba8611ad2c95e2b,GAP,B,Gap总部C&B部门实习生,实习,上海市/上海市/静安区 南京西路863号 求职中若出现虚假宣传，收取财物等违法情,面议,2026-03-19,2027-01-08,,"HR Intern – C&B 
Key job responsibilities: administrative tasks for HR daily operations;
• Support on employee personal p-file for both on-boarding and off-boarding;
• Support and assistant on document, employee certificate and data management;
• Support on HRIS PT Employee Data Maintenance;
• Support on the attendance record of all HQ interns / contractors;
• Other duties as supervisor assigned.",截止日期：2027-01-08,,https://www.shixiseng.com/intern/inn_2kabw0cpwfk4?pcm=pc_SearchList,实习僧,2026-03-19 23:21:32,https://www.shixiseng.com/intern/inn_2kabw0cpwfk4?pcm=pc_SearchList,,,,
46263c5c8d125a39c491c020458132ac1bb1e6d6,萌想科技（实习僧）,B,项目管理实习生（高校合作方向）,实习,上海市/上海市/静安区 中创大厦(吴江路) 求职中若出现虚假宣传，收取财物等违法,面议,2026-03-19,2026-04-03,,"岗位职责

1、聚焦海内外高校合作核心业务，负责合作方案、申报材料、宣传文案、沟通函件等各类材料的撰写、校对、整理与归档；熟练运用 GPT、豆包等 AI 工具辅助内容创作、信息检索、文案润色，提升材料质量与工作效率。
2、协助国内高校合作项目落地，包括跟进合作流程、补充完善相关材料，配合完成校园合作活动的物料准备与文档支持。
3、参与海外高校合作业务的资料搜集、信息整合，利用 AI 工具优化跨语言沟通材料、合作推广内容，协助铺排宣传渠道，精准传递合作相关资讯。
4、熟练运用 Office 办公软件（Word、Excel、PPT）完成数据整理（含 Excel 常见函数运用）、材料排版，结合 PS 工具独立完成简单绘图与宣传物料设计，辅助项目全流程执行。
5、配合项目经理推进海内外高校合作及相关项目的协调工作，完成交办的其他辅助任务。

任职要求

1、本科及以上学历，专业不限，有校园合作、项目助理相关实习经验或校园工作经历（如社团管理、活动组织）者优先。
2、熟练使用 GPT、豆包等 AI 工具，能灵活运用其辅助材料撰写、信息筛选、内容优化，具备基础的文字表达与材料整合能力。
3、熟练操作 Office 办公软件，掌握 Excel 常见函数运用；
4、具备较强的责任心与学习意愿，能适应一定工作压力，善于沟通协调，有良好的团队合作意识。
5、每周出勤 4-5 天，实习时长不少于 3 个月，具体出勤时间可协商。",截止日期：2026-04-03,,https://www.shixiseng.com/intern/inn_mvbyhqfaeo0w?pcm=pc_SearchList,实习僧,2026-03-19 23:21:33,https://www.shixiseng.com/intern/inn_mvbyhqfaeo0w?pcm=pc_SearchList,,,,
62acc5a9eb1ddfb64c8ef33217b0f62d1dd75b4d,亿滋,B,EC Intern-抖音,实习,上海市/上海市/徐汇区 悟锦世纪大楼 上海市富民路291号 求职中若出现虚假宣传,面议,2026-03-18,2027-01-08,,"【You will be responsible for TIKTOK Content Support & EC Team support:】
70% - Content Review & Moderation;
- Review & moderate thousands of short videos monthly for TikTok, ensuring compliance with content policies and community guidelines.
- Collaborate with DP to address content violations, user reports, and feedback promptly.
- Maintain accurate records of reviewed content and escalate policy gaps to enhance moderation frameworks.

30% - Procurement Support
- Coordinate with finance and procurement teams to ensure timely PO execution
【MUST-HAVES】
Education
- College degree or above
Skills 
- Fluent MS office operation skills, i.e.: PPT, excel, teams, etc. 
- Proficient in using AI tools is a plus
Working experiences: 
- Open to content creation, ambitious to grow fast and positive thinking
- Highly responsible for the work and learning agility
- Well organized and good planning, coordination & problem-solving skills

【福利】
1.福利优越，零食供应不间断；
2.世界500强实习经历，奥利奥母公司，快消巨头品牌工作经验；
3.Team氛围自由融洽，care你的感受和想法。",截止日期：2027-01-08,,https://www.shixiseng.com/intern/inn_twrtf196vfuq?pcm=pc_SearchList,实习僧,2026-03-19 23:21:35,https://www.shixiseng.com/intern/inn_twrtf196vfuq?pcm=pc_SearchList,,,,
f02a9d758f126f1acbcb3a741f6956d269f3c7d1,维塔士,B,招聘实习生,秋招,上海市/上海市/长宁区 生物大厦 延安西路1326号 求职中若出现虚假宣传，收取,面议,2026-03-18,2026-05-31,,"岗位职责：
维护拓展招聘渠道 
协助部分职位的国内外人才搜寻，人才库信息的追踪与更新 
发布职位信息，简历的初步筛选, 安排面试
与候选人沟通和确认工作
更新和维护人才储备库
协助整理、翻译人力资源相关文档
校企合作以及秋招等工作支持

任职要求：
本科在读，专业不限
优秀的英语书面阅读能力
每周至少4天，至少实习3个月
性格温和、有耐心、积极主动，工作严谨，具有很好的表达能力",截止日期：2026-05-31,,https://www.shixiseng.com/intern/inn_xh4id2p0qe3u?pcm=pc_SearchList,实习僧,2026-03-19 23:21:36,https://www.shixiseng.com/intern/inn_xh4id2p0qe3u?pcm=pc_SearchList,,,,
888ee9a88876097e88ca6df34fe522fc93138542,维塔士,B,游戏项目管理实习生,实习,上海市/上海市/长宁区 生物大厦 延安西路1326号 求职中若出现虚假宣传，收取,面议,2026-03-18,2027-03-07,,"岗位职责：
协助游戏制作人跟踪和维护项目进度
协助游戏制作人协调公司各层级、各部门的信息分享等
协助管理项目交付成果的质量并提供反馈等具体业务支持
其他游戏制作人交代的工作

任职要求：
大学本科及以上学历在读
热爱游戏，有责任心，做事认真细致
学习能力强，主动性高
CET-4/6优先
每周工作日至少出勤4天，持续3个月及以上",截止日期：2027-03-07,,https://www.shixiseng.com/intern/inn_akq7y95uthop?pcm=pc_SearchList,实习僧,2026-03-19 23:21:37,https://www.shixiseng.com/intern/inn_akq7y95uthop?pcm=pc_SearchList,,,,
b5ba52f594d856d70489a368a137058eb64e9fc5,维塔士,B,韩语翻译实习生,实习,上海市/上海市/长宁区 生物大厦 延安西路1326号 求职中若出现虚假宣传，收取,面议,2026-03-18,2027-03-07,,"岗位职责 Responsibility:
• 协助处理从韩语和中文的互译，确保翻译准确性与文化适应性。
• 与项目团队合作，按时完成翻译项目，保证翻译质量符合公司标准。
• 参与翻译材料的校对和编辑工作，确保语言的流畅性和准确性。
• 在资深翻译的指导下，学习翻译技巧和行业知识。
• 定期参与团队会议，提出改进翻译流程的建议。
• Assist in translating tasks between Korean and Chinese, ensuring accuracy and cultural adaptability.
• Collaborate with project teams to complete translation projects on time, maintaining the company's quality standards.
• Participate in the proofreading and editing of translation materials to ensure linguistic fluency and accuracy.
• Learn translation techniques and industry knowledge under the guidance of senior translators.
• Regularly participate in team meetings and propose suggestions to improve the translation process.

任职要求 Qualifications:
• 韩语或相关专业本科或硕士在读。
• 每周至少出勤3天（周三、周四、周五），持续实习6个月左右。
• 具备良好的中韩互译能力，英语能力是加分项。
• 对翻译工作有浓厚兴趣，有志于在翻译领域长期发展。
• 工作认真细致，有良好的团队协作精神、沟通能力和责任感。
• 对游戏行业充满热情。
• Bachelor's or Master’s degree in Korean or a related major.
• At least 3 days per week with 6 months internship
• Proficient in translating between Korean and Chinese; English proficiency is a plus.
• Strong interest in translation work with a long-term career path in translation.
• Diligent and meticulous, with excellent teamwork, communication skills, and a strong sense of responsibility.
• Passionate about the gaming industry.",截止日期：2027-03-07,,https://www.shixiseng.com/intern/inn_takaycslvv7w?pcm=pc_SearchList,实习僧,2026-03-19 23:21:38,https://www.shixiseng.com/intern/inn_takaycslvv7w?pcm=pc_SearchList,,,,
71073c10eb5088330592ab817ebb00529a31ca3f,FaceMind,B,AI社交产品运营实习生/弹幕AI方向,实习,上海市/上海/奉贤区 上海杨王高新技术产业园-1号楼 求职中若出现虚假宣传，收取,面议,2026-03-19,2026-03-27,,"工作内容

1.社区运营与互动：深入B站、抖音、小红书、微博等年轻人聚集的社区，与用户打成一片，聆听他们的声音，传递我们的产品价值。

2.内容策划与创作：结合热点与二次元文化，创作有趣、有梗、有传播力的内容（图文、短视频），吸引更多同好发现并体验叠叠社。

3.用户洞察与反馈：收集和整理用户对产品的建议和反馈，帮助产品和技术团队更好地理解用户需求，驱动产品迭代优化。

4.增长活动策划：策划并执行线上用户增长活动，提升产品的拉新、活跃与留存。

5.渠道拓展与合作：寻找并链接潜在的合作伙伴，如KOL、校园社团、动漫IP等，共同探索破圈增长的可能性。

任职资格

1.二次元文化重度爱好者：真心热爱动漫、游戏、番剧，是我们的第一要求，我们希望你懂用户的“梗”，也懂他们的“萌”。

2.“网感”达人：对网络热点、流行文化有敏锐的嗅觉，能快速捕捉并应用到内容创作中。

3.学历专业不限，年级不限：我们相信能力比标签更重要，无论你是大一还是大四，文科还是理科，只要你有热情和潜力，都欢迎投递。

4.优秀的沟通与学习能力：善于表达，乐于分享，同时具备快速学习和适应变化的能力。

5.加分项：有内容创作、社群运营、活动策划等相关经验者优先；熟悉各类AI工具并乐于探索其应用者优先。

我们为你提供

•可选择灵活的远程工作模式：无论你身在何处，都可以与我们并肩作战。

•开放包容的团队氛围：我们鼓励创新，不怕试错，你的每一个想法都会被认真倾听。

•宝贵的转正机会：实习期间表现优异者，将有机会成为我们的正式一员。

•与优秀团队共事：你将与一群热爱二次元、对技术和产品充满激情的伙伴共同成长。

如果你对我们所做的事情充满好奇和热情，那么不要犹豫，立即向我们投递简历吧！我们期待与你一起，让“叠叠社”成为更多人的温暖陪伴。",截止日期：2026-03-27,,https://www.shixiseng.com/intern/inn_ngctvglwarua?pcm=pc_SearchList,实习僧,2026-03-19 23:21:40,https://www.shixiseng.com/intern/inn_ngctvglwarua?pcm=pc_SearchList,,,,
